
thermo_style            custom step etotal ke pe density temp press
thermo                  1000

dump                    myDump all xyz 5000 N2_Shock\dump.xyz


# ----------------------------
# Boundary conditions
# ----------------------------

fix xwalls all wall/reflect xhi 16000 units box


# Continue piston from previous position

variable piston_start equal 400000

variable wall_mov equal (step+v_piston_start)*dt*0.01421

fix piston all wall/reflect xlo v_wall_mov units box


# ----------------------------
# Integration
# ----------------------------

fix integrator all nve


# ----------------------------
# Density measurement
# ----------------------------

compute chunks_x all chunk/atom bin/1d x 0.0 10.0 units box

compute temp_chunk all temp/chunk chunks_x temp com yes


fix density_measure all ave/chunk 100 10 1000 chunks_x vx temp density/number density/mass bias temp_chunk norm sample file N2_Shock\dens_contd.profile


# ----------------------------
# Restart files
# ----------------------------

restart 100000 N2_Shock\restart\shock_combined_1.restart


run 400000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 16.5
  ghost atom cutoff = 16.5
  binsize = 8.25, bins = 1940 32 32
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 33.5 | 47.91 | 69.24 Mbytes
   Step         TotEng         KinEng         PotEng        Density          Temp          Press     
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 16.5
  ghost atom cutoff = 16.5
  binsize = 8.25, bins = 1940 32 32
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 8.035 | 14.95 | 48.39 Mbytes
   Step         TotEng         KinEng         PotEng        Density          Temp          Press     
         0   2159239.4      2123456.4      35782.976      0.0078617168   2009.9588      73.802425    
      1000   2161867.3      2125820.4      36046.922      0.0078617168   2012.1964      73.804735    
      2000   2164690.2      2128789.4      35900.837      0.0078617168   2015.0067      73.14632     
      3000   2166833.1      2131350.8      35482.368      0.0078617168   2017.4312      74.275668    
      4000   2168936.6      2133137.1      35799.522      0.0078617168   2019.1221      73.634709    
      5000   2171453.5      2135300.9      36152.587      0.0078617168   2021.1702      73.570889    
      6000   2174078.4      2138154.1      35924.312      0.0078617168   2023.8709      74.505198    
      7000   2176123.7      2140147.6      35976.076      0.0078617168   2025.7578      73.835048    
      8000   2178903.5      2142973.8      35929.645      0.0078617168   2028.433       74.437108    
      9000   2181210.2      2145477.4      35732.816      0.0078617168   2030.8027      73.722981    
     10000   2183761.9      2147580.7      36181.214      0.0078617168   2032.7937      74.460856    
     11000   2186184.4      2150248        35936.33       0.0078617168   2035.3184      74.450248    
     12000   2188610.7      2152700.9      35909.828      0.0078617168   2037.6402      73.875401    
     13000   2191131.1      2155387.7      35743.385      0.0078617168   2040.1834      74.749757    
     14000   2193521        2157334.5      36186.482      0.0078617168   2042.0261      75.138851    
     15000   2196181.3      2160218.2      35963.093      0.0078617168   2044.7557      74.223212    
     16000   2198982.3      2162992.9      35989.403      0.0078617168   2047.382       74.93582     
     17000   2201566.5      2165595.8      35970.697      0.0078617168   2049.8459      75.28309     
     18000   2203933.8      2168510.6      35423.157      0.0078617168   2052.6049      74.579427    
     19000   2206837        2171040        35797.016      0.0078617168   2054.9991      75.067597    
     20000   2209560.8      2173496.4      36064.412      0.0078617168   2057.3241      75.22152     
     21000   2212096.6      2176193.8      35902.762      0.0078617168   2059.8774      74.916067    
     22000   2214470.6      2178802.3      35668.294      0.0078617168   2062.3464      75.721471    
     23000   2217071.7      2181092.7      35978.973      0.0078617168   2064.5144      74.918415    
     24000   2219537.4      2183672.2      35865.181      0.0078617168   2066.9561      76.026069    
     25000   2222113.7      2186068.4      36045.214      0.0078617168   2069.2242      75.649448    
     26000   2224665.7      2188359        36306.691      0.0078617168   2071.3924      75.396008    
     27000   2227432.1      2191387.1      36044.986      0.0078617168   2074.2586      76.172865    
     28000   2229702.2      2193868.5      35833.722      0.0078617168   2076.6074      76.243291    
     29000   2232245.3      2196050.7      36194.536      0.0078617168   2078.673       75.238048    
     30000   2235168        2199073.2      36094.848      0.0078617168   2081.5339      76.479753    
     31000   2237980.5      2202163.5      35816.962      0.0078617168   2084.459       76.586291    
     32000   2240706.9      2204777.9      35929.042      0.0078617168   2086.9337      75.784932    
     33000   2243237.9      2207018.2      36219.718      0.0078617168   2089.0542      76.260999    
     34000   2245482.6      2209442.8      36039.831      0.0078617168   2091.3493      76.55907     
     35000   2248316.5      2212372        35944.581      0.0078617168   2094.1218      76.650039    
     36000   2250981.9      2214938.9      36043.05       0.0078617168   2096.5516      76.304703    
     37000   2253525.8      2217342.4      36183.438      0.0078617168   2098.8266      77.168159    
     38000   2256350.2      2220413        35937.233      0.0078617168   2101.7331      76.66544     
     39000   2259118.9      2223139.3      35979.611      0.0078617168   2104.3136      76.639848    
     40000   2261404        2225413.2      35990.77       0.0078617168   2106.466       77.079005    
     41000   2263972.8      2227981        35991.851      0.0078617168   2108.8966      76.938502    
     42000   2267137.2      2231011.7      36125.459      0.0078617168   2111.7653      76.647151    
     43000   2269555.4      2233330.2      36225.163      0.0078617168   2113.9599      77.713893    
     44000   2272235.5      2236067.6      36167.894      0.0078617168   2116.551       76.836044    
     45000   2274664.9      2238442.4      36222.559      0.0078617168   2118.7988      77.465588    
     46000   2277542.3      2241291.8      36250.472      0.0078617168   2121.496       77.688553    
     47000   2280535.4      2244237.2      36298.2        0.0078617168   2124.2839      77.149826    
     48000   2282889.7      2246853.5      36036.199      0.0078617168   2126.7604      78.237093    
     49000   2285655.5      2249478.7      36176.82       0.0078617168   2129.2452      77.494183    
     50000   2288521.5      2252484.3      36037.252      0.0078617168   2132.0902      77.626424    
     51000   2290946.3      2254790.9      36155.405      0.0078617168   2134.2735      78.433229    
     52000   2293529.5      2257290.9      36238.534      0.0078617168   2136.6399      77.621253    
     53000   2296511.9      2260474.5      36037.419      0.0078617168   2139.6533      78.80927     
     54000   2299261.6      2262608.5      36653.02       0.0078617168   2141.6733      77.91923     
     55000   2301569.1      2264930.3      36638.776      0.0078617168   2143.871       78.472383    
     56000   2304691.5      2268485.9      36205.583      0.0078617168   2147.2366      78.749592    
     57000   2307443.8      2271332.1      36111.658      0.0078617168   2149.9306      78.284904    
     58000   2310306        2274248.1      36057.845      0.0078617168   2152.6908      78.653343    
     59000   2312636.9      2276224.2      36412.71       0.0078617168   2154.5612      78.871773    
     60000   2314800.1      2278448.6      36351.517      0.0078617168   2156.6667      78.311702    
     61000   2317261.2      2280924.2      36336.916      0.0078617168   2159.01        79.395413    
     62000   2319845        2283523.7      36321.207      0.0078617168   2161.4706      78.89486     
     63000   2322543.3      2286196        36347.291      0.0078617168   2164.0001      78.706586    
     64000   2325299.9      2288986.4      36313.579      0.0078617168   2166.6412      80.005073    
     65000   2327926.5      2291417.5      36509.027      0.0078617168   2168.9424      79.149778    
     66000   2330754.4      2294431.7      36322.703      0.0078617168   2171.7955      78.673979    
     67000   2333677.5      2297583.5      36093.971      0.0078617168   2174.7789      80.299578    
     68000   2336073.1      2299740.4      36332.75       0.0078617168   2176.8204      79.02102     
     69000   2339006        2302560.7      36445.323      0.0078617168   2179.4901      80.194388    
     70000   2341656        2304992.7      36663.305      0.0078617168   2181.792       79.554597    
     71000   2344248.4      2308209.5      36038.925      0.0078617168   2184.8369      79.770481    
     72000   2346569.5      2310195.6      36373.841      0.0078617168   2186.7169      80.09938     
     73000   2349345.4      2312728.3      36617.115      0.0078617168   2189.1142      80.248273    
     74000   2351788.4      2315876.1      35912.342      0.0078617168   2192.0937      80.226974    
     75000   2354447.8      2318054.5      36393.228      0.0078617168   2194.1557      79.916574    
     76000   2356755.7      2320367.6      36388.037      0.0078617168   2196.3452      80.919967    
     77000   2359455.5      2322761.4      36694.082      0.0078617168   2198.6111      79.836232    
     78000   2362384.8      2325807.1      36577.66       0.0078617168   2201.494       81.14019     
     79000   2364840.4      2328557.4      36282.981      0.0078617168   2204.0973      80.609117    
     80000   2367575.4      2331298        36277.393      0.0078617168   2206.6914      80.666489    
     81000   2370513.8      2334109.4      36404.42       0.0078617168   2209.3524      81.274479    
     82000   2373019.6      2336730.4      36289.204      0.0078617168   2211.8334      80.436481    
     83000   2375780.4      2339246.5      36533.957      0.0078617168   2214.215       81.383667    
     84000   2378685.9      2342280.1      36405.79       0.0078617168   2217.0865      80.88721     
     85000   2381377.6      2344708.7      36668.864      0.0078617168   2219.3853      81.319498    
     86000   2383801.8      2347004.5      36797.302      0.0078617168   2221.5584      81.491027    
     87000   2386553.7      2349717.7      36836.018      0.0078617168   2224.1265      81.690287    
     88000   2389137.7      2352731.1      36406.593      0.0078617168   2226.9788      81.442562    
     89000   2391700.6      2355543.8      36156.832      0.0078617168   2229.6412      81.980952    
     90000   2394066.4      2357337.8      36728.649      0.0078617168   2231.3393      81.357998    
     91000   2396956.6      2360408.3      36548.378      0.0078617168   2234.2457      81.852251    
     92000   2399741.2      2362811.5      36929.621      0.0078617168   2236.5205      81.749832    
     93000   2402338.4      2365890.9      36447.503      0.0078617168   2239.4353      82.185933    
     94000   2404985.1      2368509        36476.097      0.0078617168   2241.9135      82.168137    
     95000   2407786.2      2371212.6      36573.576      0.0078617168   2244.4726      82.020891    
     96000   2410683.7      2374014.9      36668.8        0.0078617168   2247.125       82.54534     
     97000   2413186.2      2376554.4      36631.765      0.0078617168   2249.5288      82.699451    
     98000   2415690.1      2379253.7      36436.38       0.0078617168   2252.0838      82.309293    
     99000   2418737.4      2382276.8      36460.664      0.0078617168   2254.9453      82.766044    
    100000   2421016.4      2384335.2      36681.139      0.0078617168   2256.8938      82.444349    
Loop time of 4767.6 on 24 procs for 100000 steps with 354424 atoms

Performance: 1.812 ns/day, 13.243 hours/ns, 20.975 timesteps/s, 7.434 Matom-step/s
100.0% CPU use with 24 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.031408   | 561.68     | 3051.9     |4243.8 | 11.78
Bond    | 0.030557   | 19.62      | 96.919     | 706.4 |  0.41
Neigh   | 738.44     | 767.62     | 785.33     |  65.3 | 16.10
Comm    | 0.68319    | 495.87     | 1946.2     |3100.6 | 10.40
Output  | 0.84771    | 1.0948     | 1.1808     |   6.5 |  0.02
Modify  | 26.302     | 54.442     | 113.56     | 310.6 |  1.14
Other   |            | 2867       |            |       | 60.14

Nlocal:        14767.7 ave       83727 max           0 min
Histogram: 17 2 0 1 0 0 0 0 3 1
Nghost:           4857 ave       24750 max           0 min
Histogram: 17 1 1 0 1 0 0 0 0 4
Neighs:         225433 ave 1.87456e+06 max           0 min
Histogram: 19 1 0 0 0 3 0 0 0 1

Total # of neighbors = 5410381
Ave neighs/atom = 15.265278
Ave special neighs/atom = 1
Neighbor list builds = 7792
Dangerous builds = 0

write_restart N2_Shock/restart/final_combined_2.restart#------------------------------------------------------------------------CHANGE
System init for write_restart ...
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Total wall time: 1:19:31
